,name,city,country,latitude,longitude,starbucks,starbucks_lat,starbucks_lon,airport,air_lat,air_lon
383,GameGround,New York,USA,40.756054,-73.986951,Starbucks,40.7567274,-73.9858802,John F. Kennedy International Airport,40.6413111,-73.77813909999999
384,Althea Systems,Bangalore,IND,12.9349604,77.6136847,Starbucks Coffee House,12.9351626,77.6134972,Jakkur Aerodrome,13.0772746,77.5935938
385,isango!,London,GBR,51.519816,-0.1361616,Starbucks Coffee,51.52070879999999,-0.134725,London City Airport,51.5048437,0.049518
386,Ykone,Paris,FRA,48.8566667,2.3509871,Starbucks,48.8568201,2.3548934,Paris-Charles De Gaulle,49.0096906,2.5479245
387,Moviepilot,Los Angeles,USA,34.0522342,-118.2436849,Starbucks,34.050984,-118.242338,Los Angeles International Airport,33.9415889,-118.40853
388,Forterra Systems,San Mateo,USA,37.561576,-122.284173,Starbucks,37.5590258,-122.2830814,San Francisco International Airport,37.6213129,-122.3789554
389,FastSoft,Pasadena,USA,34.142973,-118.140553,Starbucks,34.145683,-118.143233,Hollywood Burbank Airport,34.1983122,-118.3574036
390,Layar,Amsterdam,NLD,52.3657578,4.8928722,STARBUCKS The Bank Rembrandtplein,52.3659541,4.8977405,Amsterdam Airport Schiphol,52.3105386,4.7682744
391,Global Fitness Media,Los Angeles,USA,34.054318,-118.462876,Starbucks,34.053737,-118.466101,Los Angeles International Airport,33.9415889,-118.40853
392,Accellos,Colorado Springs,USA,38.833716,-104.826256,Starbucks,38.8336121,-104.8266909,Colorado Springs Airport,38.801712,-104.7026039
393,Pontis,Capital Federal,ARG,-34.5631882,-58.4541925,Starbucks,-34.5628359,-58.4562772,Aeroparque Internacional Jorge Newbery,-34.5580305,-58.4170088
394,Omni-ID,Foster City,USA,37.561111,-122.270487,Starbucks,37.559204,-122.2673,San Francisco International Airport,37.6213129,-122.3789554
395,Edgeware,STOCKHOLM,SWE,59.3326694,18.0523253,Starbucks Stockholm Central Station,59.3305951,18.057374,Bromma Stockholm Airport,59.354812,17.9427217
396,Edgeware,San Jose,USA,37.3403284,-121.8864433,Starbucks,37.33738,-121.888408,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375
397,FireScope,Sydney,AUS,-33.867139,151.207114,Starbucks,-33.8652185,151.2054493,Sydney Airport,-33.9399228,151.1752764
398,High Gear Media,Menlo Park,USA,37.445335,-122.15833,Starbucks,37.446791,-122.160561,San Francisco International Airport,37.6213129,-122.3789554
399,ChallengePost,New York,USA,40.7408042,-74.00717,Starbucks Reserve New York Roastery,40.7405581,-74.0059674,John F. Kennedy International Airport,40.6413111,-73.77813909999999
400,DeciZium,San Jose,USA,37.337756,-121.89435,Starbucks,37.335283,-121.892859,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375
401,StyleCaster,New York City,USA,40.7450497,-73.9900984,Starbucks,40.74525,-73.99086799999999,John F. Kennedy International Airport,40.6413111,-73.77813909999999
402,Teambox,Barcelona,ESP,41.4063346,2.1920231,Starbucks,41.4049021,2.1912858,Josep Tarradellas Barcelona-El Prat Airport,41.297445,2.0832941
403,Testplant,London,GBR,51.517356,-0.1037742,Starbucks,51.5165386,-0.1033868,London City Airport,51.5048437,0.049518
404,Testplant,Boulder,USA,40.0230047,-105.2532841,Starbucks,40.021885,-105.25653,Rocky Mountain Metropolitan Airport,39.90963780000001,-105.108089
405,Clavis Technology,Cambridge,USA,42.3626626,-71.084153,Starbucks,42.363041,-71.08592999999999,Boston Logan International Airport,42.3656132,-71.0095602
406,Tiny Speck,Vancouver,CAN,49.2824551,-123.109217,Starbucks,49.2844427,-123.108513,Vancouver International Airport,49.1966913,-123.1815123
